TU0-14759	[tsaE-amiB-mutL-miaA-hfq-hflXKC 4,395,585 &rarr; 4,404,304]
TU0-6563	[ssb 4,274,125 &rarr; 4,274,661]
TU0-42638	[rpoE-rseABC 2,707,322 &larr; 2,710,164]
TU0-13204	[TU0-13204 1,350,251 &larr; 1,351,039]
TU0-13003	[TU0-13003 658,947 &rarr; 659,150]
TU0-8638	[yncE 1,523,307 &rarr; 1,524,368]
TU0-8345	[hypBCDE-fhlA 2,851,001 &rarr; 2,856,416]
TU0-13599	[TU0-13599 2,465,301 &rarr; 2,466,233]
TU0-13396	[TU0-13396 1,862,016 &larr; 1,862,429]
TU00155	[proP 4,330,502 &rarr; 4,332,004]
TU0-8836	[insH-9 3,130,178 &rarr; 3,131,194]
TU0-13996	[TU0-13996 3,784,191 &larr; 3,784,442]
TU0-13792	[TU0-13792 3,051,115 &larr; 3,055,444]
TU162	[ompR-envZ 3,534,516 &larr; 3,536,584]
TU00342	[rpoE-rseABC 2,707,322 &larr; 2,710,012]
TU0-14431	[dcuR 4,349,315 &larr; 4,350,034]
TU0-14195	[TU0-14195 4,533,239 &larr; 4,534,053]
TU0-36422	[uxaB 1,609,229 &larr; 1,610,680]
TU0-14718	[gadW 3,663,890 &larr; 3,664,618]
TU0-12787	[TU0-12787 5,234 &rarr; 5,530]
TU0-42599	[ascB 2,840,990 &rarr; 2,842,414]
TU0-6509	[lpp 1,757,421 &rarr; 1,757,657]
TU0-12987	[TU0-12987 605,518 &larr; 605,886]
TU0-13181	[TU0-13181 1,287,066 &larr; 1,287,236]
TU0-8326	[yoeA NIL &rarr; NIL]
TU0-8621	[yjgZ 4,501,260 &rarr; 4,501,589]
TU0-13379	[TU0-13379 1,803,094 &rarr; 1,804,993]
TU0-13582	[TU0-13582 2,411,439 &larr; 2,412,594]
TU0-8820	[mug 3,214,967 &larr; 3,215,473]
TU00138	[aldB 3,754,973 &larr; 3,756,511]
TU0-13776	[TU0-13776 3,010,028 &rarr; 3,011,413]
TU0-13980	[TU0-13980 3,717,310 &rarr; 3,718,284]
TU00324	[prfB-lysS 3,033,657 &larr; 3,036,282]
TU00521	[leuQPV 4,606,079 &larr; 4,606,401]
TU0-14177	[TU0-14177 4,488,561 &larr; 4,490,063]
TU0-14407	[hypF 2,835,173 &larr; 2,837,425]
TU0-14689	[ssrS-ygfA 3,055,983 &rarr; 3,056,789]
TU0-3622	[yhdWXYZ 3,419,042 &rarr; 3,423,194]
TU0-42576	[micL 1,958,441 &larr; 1,958,520]
TU0-1188	[rrsG-gltW-rrlG-rrfG 2,726,069 &larr; 2,731,157]
TU0-8244	[yebB 1,946,251 &rarr; 1,946,853]
TU0-6442	[pepD 254,259 &larr; 255,716]
TU0-12970	[TU0-12970 566,376 &rarr; 566,687]
TU0-13164	[TU0-13164 1,218,983 &rarr; 1,219,201]
TU0-13363	[TU0-13363 1,748,747 &larr; 1,751,013]
TU0-8603	[yifE 3,948,086 &rarr; 3,948,424]
TU0-8805	[grxD 1,733,754 &larr; 1,734,101]
TU0-13566	[TU0-13566 2,360,209 &larr; 2,362,211]
TU0-13759	[TU0-13759 2,987,536 &rarr; 2,988,168]
TU00122	[glgCAP 3,564,134 &larr; 3,569,328]
TU00306	[narZYWV 1,535,937 &larr; 1,542,590]
TU0-13960	[TU0-13960 NIL &rarr; NIL]
TU0-14161	[TU0-14161 4,433,164 &larr; 4,434,024]
TU00505	[glyVXY 4,392,360 &rarr; 4,392,658]
TU0-14670	[TU0-14670 4,265,782 &rarr; 4,266,861]
TU0-14387	[mreBCD 3,398,387 &larr; 3,401,087]
TU0-42549	[feaR 1,446,378 &larr; 1,447,283]
TU0-3421	[lpxP 2,495,645 &rarr; 2,496,565]
TU0-8147	[ansP 1,524,481 &larr; 1,525,980]
TU0-1062	[dsbA 4,043,418 &rarr; 4,044,044]
TU0-12952	[TU0-12952 501,562 &larr; 503,238]
TU0-6301	[dinG-ybiB 833,070 &rarr; 836,210]
TU0-13346	[TU0-13346 1,684,259 &rarr; 1,685,188]
TU0-13148	[TU0-13148 1,199,679 &larr; 1,201,380]
TU0-8782	[dacC 880,727 &rarr; 881,929]
TU0-8587	[yhiN 3,636,208 &larr; 3,637,410]
TU00287	[hslVU 4,120,416 &larr; 4,122,287]
TU0-13550	[TU0-13550 2,269,979 &rarr; 2,270,545]
TU0-13744	[TU0-13744 2,950,635 &larr; 2,958,884]
TU00106	[gltA 753,185 &larr; 754,468]
TU0-14143	[TU0-14143 4,374,629 &larr; 4,375,657]
TU0-13943	[TU0-13943 3,605,751 &rarr; 3,606,377]
TU866	[phoH 1,084,992 &rarr; 1,086,056]
TU00489	[aspV 236,931 &rarr; 237,007]
TU0-42525	[frr 192,872 &rarr; 193,429]
TU0-14365	[ybcH 587,091 &larr; 587,981]
TU0-7901	[mglAC 2,236,743 &larr; 2,239,289]
TU0-3124	[cueO 137,083 &rarr; 138,633]
TU0-12934	[TU0-12934 465,612 &larr; 467,312]
TU-8433	[gspAB 3,453,508 &larr; 3,455,398]
TU0-13329	[TU0-13329 1,648,508 &rarr; 1,649,041]
TU0-5881	[ubiE-yigP-ubiB 4,018,855 &rarr; 4,021,866]
TU0-8762	[omrB 2,976,304 &larr; 2,976,385]
TU0-13130	[TU0-13130 1,123,407 &larr; 1,124,054]
TU00270	[fes-ybdZ-entF-fepE 612,737 &rarr; 619,387]
TU0-8569	[ybiP 851,014 &larr; 852,597]
TU0-13727	[TU0-13727 2,892,214 &rarr; 2,892,579]
TU0-13530	[TU0-13530 2,225,044 &larr; 2,225,631]
TU0-14126	[TU0-14126 4,294,481 &rarr; 4,295,794]
TU00089	[glnB 2,687,070 &larr; 2,687,408]
TU790	[mlc-ynfK 1,666,524 &larr; 1,668,564]
TU0-13925	[TU0-13925 3,511,060 &larr; 3,512,344]
TU0-14632	[TU0-14632 1,866,908 &rarr; 1,870,238]
TU00473	[glnB 2,687,070 &larr; 2,687,408]
TU0-42501	[bluF 1,214,264 &larr; 1,215,475]
TU0-14345	[eptA 4,333,947 &larr; 4,335,590]
TU0-12914	[TU0-12914 405,764 &rarr; 406,222]
TU0-2644	[micF 2,313,084 &rarr; 2,313,176]
TU0-7784	[rstAB 1,682,159 &rarr; 1,684,183]
TU-8401	[yejO NIL &larr; NIL]
TU0-13312	[TU0-13312 1,629,215 &rarr; 1,629,418]
TU0-5561	[mutY-yggX-mltC-nupG 3,103,013 &rarr; 3,106,970]
TU0-8745	[alaE 2,799,164 &rarr; 2,799,613]
TU0-13114	[TU0-13114 1,066,864 &larr; 1,067,708]
TU00254	[cydDC 927,474 &larr; 930,962]
TU0-8553	[ybaZ 475,982 &larr; 476,371]
TU0-13710	[TU0-13710 2,797,211 &rarr; 2,798,044]
TU0-13513	[TU0-13513 2,185,524 &larr; 2,185,796]
TU0-14108	[TU0-14108 4,231,359 &larr; 4,231,631]
TU00073	[alkB 2,308,691 &larr; 2,309,341]
TU685	[nikR 3,618,588 &rarr; 3,618,989]
TU0-13906	[TU0-13906 3,412,621 &rarr; 3,412,800]
TU0-14611	[TU0-14611 304,495 &larr; 310,026]
TU00455	[corA 4,001,426 &rarr; 4,002,376]
TU0-42477	[leuO 84,368 &rarr; 85,312]
TU0-14327	[rnlAB 2,765,918 &rarr; 2,767,355]
TU0-12894	[TU0-12894 340,165 &rarr; 342,507]
TU0-2421	[mgtA 4,467,431 &rarr; 4,470,321]
TU0-7581	[polB 63,429 &larr; 65,780]
TU-8382	[ycaC 944,931 &larr; 945,557]
TU0-13295	[TU0-13295 1,590,334 &larr; 1,590,536]
TU0-5184	[flk 2,437,950 &rarr; 2,438,945]
TU0-8729	[yfaL 2,340,417 &larr; 2,344,169]
TU0-13098	[TU0-13098 1,016,539 &larr; 1,018,299]
TU0-13692	[TU0-13692 2,761,351 &larr; 2,765,153]
TU0-8537	[mlaA 2,464,252 &larr; 2,465,007]
TU00241	[ascFB 2,839,524 &rarr; 2,842,414]
TU0-13494	[TU0-13494 2,097,321 &larr; 2,098,301]
TU0-14087	[TU0-14087 4,124,612 &larr; 4,126,810]
TU00057	[purL 2,691,656 &larr; 2,695,543]
TU587	[glnK-amtB 472,598 &rarr; 474,252]
TU0-13890	[TU0-13890 3,349,081 &larr; 3,350,459]
TU0-14559	[osmF-yehYXW 2,215,745 &larr; 2,219,481]
TU00438	[rpoD 3,213,047 &rarr; 3,214,888]
TU0-42457	[csrA 2,818,961 &larr; 2,819,146]
TU0-14308	[yhfK 3,486,791 &rarr; 3,488,893]
TU0-12878	[TU0-12878 304,495 &larr; 310,026]
TU0-1963	[glcC 3,128,272 &rarr; 3,129,036]
TU0-7262	[moaBCDE 818,055 &rarr; 819,747]
TU0-4981	[gntXY 3,544,882 &rarr; 3,546,199]
TU0-13277	[TU0-13277 1,530,586 &rarr; 1,531,639]
TU0-13081	[TU0-13081 945,871 &rarr; 947,019]
TU0-8713	[yeaM 1,874,755 &larr; 1,875,576]
TU0-8519	[ryjA 4,277,927 &larr; 4,278,066]
TU0-13673	[TU0-13673 2,724,128 &rarr; 2,724,451]
TU0-13477	[TU0-13477 2,058,203 &larr; 2,059,846]
TU00225	[kbl-tdh 3,790,320 &larr; 3,792,551]
TU00041	[metA 4,214,280 &rarr; 4,215,209]
TU0-14066	[TU0-14066 4,067,240 &larr; 4,069,276]
TU0-13874	[TU0-13874 3,288,090 &rarr; 3,292,432]
TU525	[ilvLXG_1G_2MEDA 3,950,322 &rarr; 3,956,875]
TU00421	[clpB 2,731,600 &larr; 2,734,173]
TU0-14535	[ykfGH-yafW-ykfI 263,328 &larr; 264,732]
TU0-14291	[kdsC-lptCAB 3,342,273 &rarr; 3,344,669]
TU0-42202	[TU0-42202 3,377,815 &larr; 3,378,207]
TU0-1742	[ribA 1,338,570 &larr; 1,339,160]
TU0-12862	""
TU0-4802	[bglGFB 3,902,289 &larr; 3,906,567]
TU0-7021	[hcp-hcr 911,182 &larr; 913,814]
TU0-13065	[TU0-13065 878,248 &rarr; 878,631]
TU0-13260	[TU0-13260 1,498,651 &rarr; 1,498,875]
TU0-8502	[nsrR-rnr-rlmB-yjfI 4,406,190 &rarr; 4,410,534]
TU0-8696	[ydaL 1,405,979 &rarr; 1,406,542]
TU0-13457	[TU0-13457 2,010,600 &rarr; 2,011,079]
TU0-13655	[TU0-13655 2,654,157 &larr; 2,654,933]
TU00025	[galETKM 787,797 &larr; 792,055]
TU00208	[rhaT 4,099,491 &larr; 4,100,525]
TU0-13857	[TU0-13857 3,236,540 &rarr; 3,237,232]
TU0-14049	[TU0-14049 4,009,170 &rarr; 4,011,000]
TU00404	[yadV-htrE 152,829 &larr; 156,201]
TU483	[rnc-era-recO-pdxJ-acpS 2,700,618 &larr; 2,704,063]
TU0-14258	[norR 2,830,775 &larr; 2,832,289]
TU0-14515	[tcyJ 1,999,585 &larr; 2,000,385]
TU0-1521	[fliC 2,002,110 &larr; 2,003,606]
TU0-41806	[TU0-41806 1,641,855 &rarr; 1,642,067]
TU0-4545	[galETKM 787,797 &larr; 792,055]
TU0-12844	[TU0-12844 237,335 &rarr; 238,120]
TU0-13048	[TU0-13048 820,793 &rarr; 821,506]
TU0-6843	[TU0-6843 4,537,659 &larr; 4,539,501]
TU0-8486	[panD 146,314 &larr; 146,694]
TU0-13243	[TU0-13243 1,449,076 &larr; 1,451,349]
TU0-13440	[TU0-13440 1,937,649 &rarr; 1,939,091]
TU0-8679	[yccR 1,021,138 &rarr; 1,021,767]
TU00009	[aroG 785,633 &rarr; 786,685]
TU0-13638	[TU0-13638 2,581,734 &larr; 2,582,777]
TU0-13839	[sroG-ribB 3,183,813 &larr; 3,184,718]
TU00192	[glyA 2,684,254 &larr; 2,685,507]
TU00388	[osmB 1,343,110 &larr; 1,343,328]
TU0-14032	[TU0-14032 3,931,316 &rarr; 3,933,184]
TU0-1424	[ftsZ 105,305 &rarr; 106,456]
TU365	[phr 739,507 &rarr; 740,925]
TU0-14802	[ykfBF-yafX-ykfGH-yafW-ykfI 263,328 &larr; 266,087]
TU0-14493	[yggDC 3,073,976 &larr; 3,075,195]
TU0-4404	[puuP 1,357,802 &larr; 1,359,341]
TU0-4161	[bamC 2,597,831 &larr; 2,598,865]
TU0-13032	[TU0-13032 747,921 &larr; 752,169]
TU0-12826	[TU0-12826 184,257 &larr; 185,069]
TU0-8464	[rplL 4,180,560 &rarr; 4,180,925]
TU0-6650	[hisBHAFI 2,093,468 &rarr; 2,097,225]
TU0-13423	[TU0-13423 1,908,261 &larr; 1,908,548]
TU0-13227	[TU0-13227 1,417,488 &larr; 1,417,763]
TU0-901	[lpxL 1,115,662 &larr; 1,116,582]
TU0-8660	[yrdA 3,429,236 &rarr; 3,429,790]
TU0-13823	[yqhD-dkgA 3,155,355 &rarr; 3,157,450]
TU0-13621	[TU0-13621 2,530,247 &larr; 2,531,233]
TU00371	[uhpABC 3,847,305 &larr; 3,850,726]
TU00176	[dps 848,408 &larr; 848,911]
TU0-14224	[TU0-14224 4,624,895 &rarr; 4,625,863]
TU0-14016	[TU0-14016 3,861,173 &larr; 3,863,603]
TU0-14775	[glmY 2,691,157 &larr; 2,691,340]
TU341	[metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp 3,309,033 &larr; 3,318,289]
TU0-42664	[ymdAB-clsC 1,105,414 &rarr; 1,107,776]
TU0-14470	[ybeD-lipB 661,637 &larr; 662,642]
TU0-13011	[TU0-13011 676,711 &rarr; 678,842]
TU0-3862	[nhaAR 17,489 &rarr; 19,620]
TU0-8354	[bcsBZ 3,689,155 &larr; 3,692,607]
TU0-1281	[uof-fur 710,200 &larr; 710,725]
TU0-13405	[TU0-13405 1,876,909 &rarr; 1,877,256]
TU0-6583	[agaSYBCDI 3,281,976 &rarr; 3,287,025]
TU0-8844	[ldrB 1,269,703 &larr; 1,269,810]
TU0-13210	[puuDRCBE 1,361,120 &rarr; 1,366,815]
TU0-13802	[TU0-13802 3,079,644 &larr; 3,081,635]
TU0-8643	[yoaE 1,900,029 &larr; 1,901,585]
TU00352	[rpsU-dnaG-rpoD 3,210,781 &rarr; 3,214,888]
TU0-13604	[TU0-13604 2,473,604 &rarr; 2,474,856]
TU0-14204	[TU0-14204 4,568,998 &rarr; 4,569,918]
TU00160	[aspA 4,366,891 &larr; 4,368,327]
TU0-14741	[pepA 4,484,440 &larr; 4,485,951]
TU0-14000	[TU0-14000 3,792,826 &larr; 3,793,683]
TU0-42614	[lgt 2,965,162 &larr; 2,966,037]
TU21	[tolB-pal-ybgF 777,740 &rarr; 780,389]
TU0-12995	[TU0-12995 637,827 &larr; 638,573]
TU0-14447	[ftsK 933,224 &rarr; 937,213]
TU0-8336	[fbp 4,454,611 &larr; 4,455,609]
TU0-36427	[mhpR-lacI 366,428 &larr; 368,420]
TU0-13388	[TU0-13388 1,833,401 &rarr; 1,839,400]
TU0-12792	[TU0-12792 10,643 &larr; 11,356]
TU0-8828	[mak 410,144 &rarr; 411,052]
TU0-6514	[serB-radA 4,624,895 &rarr; 4,627,294]
TU0-13784	[TU0-13784 3,028,524 &larr; 3,030,931]
TU0-13188	[TU0-13188 1,310,569 &larr; 1,310,865]
TU00333	[rnt-lhr 1,728,347 &rarr; 1,733,703]
TU0-8626	[yjiR 4,570,162 &larr; 4,571,574]
TU0-14186	[TU0-14186 4,507,466 &larr; 4,508,942]
TU0-13587	[TU0-13587 2,419,841 &larr; 2,420,485]
TU0-14699	[cmr 883,673 &rarr; 884,905]
TU00143	[cynR 357,791 &larr; 358,690]
TU0-42588	[galK 788,831 &larr; 789,979]
TU0-13985	[TU0-13985 3,741,109 &larr; 3,741,582]
TU0-12976	[TU0-12976 573,956 &rarr; 574,339]
TU00527	[pykF 1,755,698 &rarr; 1,757,110]
TU0-8267	[cho 1,823,515 &rarr; 1,824,402]
TU0-14414	[eno 2,906,643 &larr; 2,907,941]
TU0-13371	[TU0-13371 1,770,615 &rarr; 1,770,971]
TU0-36403	[rcsB 2,316,177 &rarr; 2,316,827]
TU0-8812	[ompX 850,450 &rarr; 850,965]
TU0-1193	[dnaN-recF 3,880,148 &larr; 3,882,321]
TU0-13767	[TU0-13767 2,995,314 &larr; 2,997,600]
TU0-6483	[bcp 2,600,478 &rarr; 2,600,948]
TU00314	[yhdT-panF-prmA 3,407,375 &rarr; 3,409,951]
TU0-13170	[TU0-13170 1,228,079 &rarr; 1,228,738]
TU0-14169	[TU0-14169 4,470,527 &larr; 4,470,913]
TU0-8609	[yjcC 4,275,471 &rarr; 4,277,057]
TU0-14678	[artPIQM 900,866 &larr; 903,734]
TU0-13571	[elaB 2,380,722 &larr; 2,381,027]
TU0-42565	[yejG 2,277,893 &larr; 2,278,237]
TU00127	[ebgAC 3,222,633 &rarr; 3,226,171]
TU0-8202	[yggE 3,067,340 &larr; 3,068,080]
TU0-13967	[TU0-13967 3,673,362 &rarr; 3,674,375]
TU0-12962	[TU0-12962 546,680 &rarr; 551,332]
TU00510	[serX 1,097,565 &larr; 1,097,652]
TU0-13355	[TU0-13355 1,718,493 &larr; 1,719,602]
TU0-14393	[dgt 179,237 &rarr; 180,754]
TU0-8792	[envR 3,412,803 &larr; 3,413,465]
TU0-3426	[sbmA-yaiW 396,639 &rarr; 398,966]
TU00298	[menFD-yfbB-menBCE 2,373,648 &larr; 2,380,643]
TU0-1123	[moaABCDE 817,044 &rarr; 819,747]
TU0-13754	[TU0-13754 2,979,943 &larr; 2,980,635]
TU0-6403	[dapB 28,374 &rarr; 29,195]
TU0-14153	[TU0-14153 4,410,133 &rarr; 4,411,251]
TU0-13153	[TU0-13153 1,209,685 &rarr; 1,210,239]
TU876	[dam-rpe-gph-trpS 3,512,634 &larr; 3,515,913]
TU0-8592	[yiaU 3,751,992 &rarr; 3,752,966]
TU0-14656	[TU0-14656 3,300,255 &larr; 3,301,276]
TU0-13555	[TU0-13555 2,279,788 &larr; 2,280,483]
TU0-42537	[acpP 1,151,615 &rarr; 1,151,851]
TU00111	[argD 3,488,960 &larr; 3,490,180]
TU0-8082	[epd-pgk-fbaA 3,070,165 &larr; 3,073,691]
TU0-13948	[TU0-13948 3,619,192 &rarr; 3,623,427]
TU0-12942	[TU0-12942 479,367 &larr; 479,918]
TU00494	[proL 2,286,211 &rarr; 2,286,287]
TU0-13337	[TU0-13337 1,665,315 &rarr; 1,666,571]
TU0-14371	[trpt 3,946,957 &rarr; 3,947,032]
TU0-8772	[bioH 3,544,074 &larr; 3,544,844]
TU0-3163	[cydAB 771,458 &rarr; 774,181]
TU00279	[glgS 3,191,739 &larr; 3,191,939]
TU-8441	[ytfE 4,431,321 &larr; 4,431,983]
TU0-13736	[TU0-13736 2,922,535 &larr; 2,924,113]
TU0-5981	[ugpBAECQ 3,587,370 &larr; 3,592,325]
TU0-14134	[TU0-14134 4,335,694 &larr; 4,337,031]
TU0-13135	[TU0-13135 1,153,300 &rarr; 1,157,574]
TU801	[yjeFE-amiB-mutL-miaA-hfq-hflXKC 4,394,066 &rarr; 4,404,304]
TU0-8575	[yhbP 3,299,472 &larr; 3,299,915]
TU0-14642	[TU0-14642 2,532,409 &rarr; 2,533,380]
TU0-13537	[TU0-13537 2,232,878 &rarr; 2,233,839]
TU0-42513	[ivbL 3,852,890 &larr; 3,852,988]
TU00094	[purA 4,404,687 &rarr; 4,405,985]
TU0-7806	[hemL 173,602 &larr; 174,882]
TU0-13930	[TU0-13930 3,529,774 &rarr; 3,530,652]
TU0-12924	[TU0-12924 443,051 &larr; 444,515]
TU00478	[yhfA 3,485,414 &larr; 3,485,818]
TU0-13321	[TU0-13321 1,639,030 &larr; 1,640,585]
TU0-14351	[ydhM 1,726,023 &rarr; 1,726,622]
TU0-8754	[yghZ 3,147,897 &rarr; 3,148,937]
TU0-2707	[metJ 4,128,078 &larr; 4,128,395]
TU00262	[dppABCDF 3,701,864 &larr; 3,707,705]
TU-8412	[gltIJKL-sroC 684,530 &larr; 687,747]
TU0-13719	[TU0-13719 2,824,491 &larr; 2,825,576]
TU0-5569	[yggX 3,104,093 &rarr; 3,104,368]
TU0-14118	[TU0-14118 4,261,669 &rarr; 4,262,706]
TU0-13119	[TU0-13119 1,097,886 &rarr; 1,098,824]
TU743	[rpmH-rnpA 3,884,336 &rarr; 3,884,852]
TU0-8558	[ybdH 632,389 &larr; 633,477]
TU0-14619	[TU0-14619 1,106,355 &rarr; 1,107,776]
TU0-13518	[TU0-13518 2,193,059 &larr; 2,194,168]
TU0-42486	[thrL 190 &rarr; 255]
TU00078	[cysJIH 2,887,578 &larr; 2,891,898]
TU0-12904	[TU0-12904 381,351 &rarr; 382,579]
TU0-13911	[yhdN-zntR 3,438,705 &larr; 3,439,509]
TU0-7722	[otsBA 1,980,188 &larr; 1,982,387]
TU00461	[appA 1,040,617 &rarr; 1,041,915]
TU0-13304	[TU0-13304 1,613,315 &larr; 1,614,703]
TU0-14333	[sraB 1,146,589 &rarr; 1,146,757]
TU0-8737	[yfeR 2,525,930 &larr; 2,526,856]
TU0-2447	[mgrB 1,908,623 &larr; 1,908,766]
TU0-13700	[TU0-13700 2,778,146 &larr; 2,782,726]
TU-8388	[recC 2,959,060 &larr; 2,962,428]
TU0-14097	[TU0-14097 4,161,067 &rarr; 4,162,130]
TU0-5261	[ccmABCDEFGH 2,291,358 &larr; 2,297,644]
TU65	[nac 2,061,016 &larr; 2,061,933]
TU0-13103	[TU0-13103 1,028,779 &larr; 1,029,969]
TU0-14573	[secG-leuU 3,322,072 &larr; 3,322,505]
TU0-8542	[yafF 239,190 &rarr; 239,378]
TU0-42466	[sdiA 1,996,110 &larr; 1,996,832]
TU0-13501	[TU0-13501 2,151,711 &larr; 2,153,128]
TU0-12886	[TU0-12886 320,227 &rarr; 321,081]
TU00062	[recA 2,822,708 &larr; 2,823,769]
TU0-7401	[agp 1,065,585 &rarr; 1,066,826]
TU0-13895	[TU0-13895 3,373,698 &larr; 3,374,489]
